Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Zero-Knowledge Proof: Visual Knowledge Card,https://veda.ng/images/glossary/zero-knowledge-proof.svg,Tech Concepts Explained,,Zero-Knowledge Proof explained clearly. A zero-knowledge proof is a cryptographic method to prove knowledge of information without revealing the information itself. You can prove you know a secret without telling anyone what the secret is. You can prove that a computation was done correctly without showing the computation or inputs. This is mathematically possible and has major practical uses. Imagine applying for a loan. You could prove your income is above a threshold witho... Read more on the glossary.,https://veda.ng/glossary/zero-knowledge-proof,,"zero-knowledge proof, tech, tech, software, glossary, definition, zeroknowledge, proof"
Merkle Tree: Visual Knowledge Card,https://veda.ng/images/glossary/merkle-tree.svg,Tech Concepts Explained,,"Merkle Tree explained clearly. A Merkle tree is a data structure for efficiently verifying the integrity of large datasets. You hash leaf nodes, then combine and hash those hashes up the tree. The root hash represents the entire dataset. Change one leaf and the root changes. This lets you verify if a particular piece of data is in the tree without downloading the entire tree. You need only the path from leaf to root, which is logarithmic in size. Bitcoin and Ethereum use Merk... Read more on the glossary.",https://veda.ng/glossary/merkle-tree,,"merkle tree, tech, tech, software, glossary, definition, merkle, tree"
Sharding: Visual Knowledge Card,https://veda.ng/images/glossary/sharding.svg,Tech Concepts Explained,,"Sharding explained clearly. Sharding is a horizontal scaling technique that partitions data across multiple independent database instances (shards), enabling systems to handle vastly more data and traffic than any single machine could manage. Each shard contains a subset of the total data: with 1 billion transactions across 10 shards, each shard handles 100 million transactions. Queries route to the appropriate shard based on the shard key. Processing parallelizes across shar... Read more on the glossary.",https://veda.ng/glossary/sharding,,"sharding, tech, tech, software, glossary, definition, sharding"
IPFS (InterPlanetary File System): Visual Knowledge Card,https://veda.ng/images/glossary/ipfs.svg,Tech Concepts Explained,,"IPFS (InterPlanetary File System) explained clearly. IPFS is a peer-to-peer protocol for storing and sharing files. HTTP, the foundation of the web, is location-addressed. You request a file at a specific URL. That URL points to a server. If the server goes down, the file is inaccessible. IPFS is content-addressed. Files are identified by their content hash. You ask the network for a file by its hash. Any peer that has the file can serve it. This creates a decentralized alter... Read more on the glossary.",https://veda.ng/glossary/ipfs,,"ipfs (interplanetary file system), tech, tech, software, glossary, definition, ipfs, interplanetary, file, system"
WebAssembly (Wasm): Visual Knowledge Card,https://veda.ng/images/glossary/webassembly.svg,Tech Concepts Explained,,"WebAssembly (Wasm) explained clearly. WebAssembly is a binary instruction format for a stack-based virtual machine. It lets you compile languages like C++, Rust, and Go to run in browsers at near-native speed. Historically, JavaScript was the only language that ran in browsers. It's a dynamically-typed, interpreted language. Fast browsers have made it faster, but it's not as fast as compiled languages. WebAssembly changes this. You write performance-critical code in Rust or C... Read more on the glossary.",https://veda.ng/glossary/webassembly,,"webassembly (wasm), tech, tech, software, glossary, definition, webassembly, wasm"
GraphQL: Visual Knowledge Card,https://veda.ng/images/glossary/graphql.svg,Tech Concepts Explained,,"GraphQL explained clearly. GraphQL is a query language for APIs. Clients specify exactly what data they need and the server returns that data. This contrasts with REST APIs where the server defines what data is returned. A REST endpoint might return user data with name, email, age, address. A client that only needs the name gets the other fields too, over-fetching. A client that needs the name and avatar gets address instead, under-fetching. With GraphQL, the client specifies... Read more on the glossary.",https://veda.ng/glossary/graphql,,"graphql, tech, tech, software, glossary, definition, graphql"
Docker: Visual Knowledge Card,https://veda.ng/images/glossary/docker.svg,Tech Concepts Explained,,"Docker explained clearly. Docker is a platform for packaging applications and dependencies into containers. A container includes your application code, the runtime (Node.js, Python, Java), libraries, and configuration files. Everything needed to run the application. You build a Docker image, a template. You run containers from that image. Containers are lightweight. Unlike virtual machines which virtualize an entire operating system, containers virtualize only the application... Read more on the glossary.",https://veda.ng/glossary/docker,,"docker, tech, tech, software, glossary, definition, docker"
Message Queue: Visual Knowledge Card,https://veda.ng/images/glossary/message-queue.svg,Tech Concepts Explained,,"Message Queue explained clearly. A message queue is an asynchronous communication pattern where services send messages to a queue for later processing. Instead of Service A calling Service B directly and waiting for a response, Service A sends a message to a queue. Service B reads from the queue when it's ready. This decouples producers from consumers. Producers don't care when consumers process messages. Consumers don't care when producers send messages. They just need to re... Read more on the glossary.",https://veda.ng/glossary/message-queue,,"message queue, tech, tech, software, glossary, definition, message, queue"
Rate Limiting: Visual Knowledge Card,https://veda.ng/images/glossary/rate-limiting.svg,Tech Concepts Explained,,Rate Limiting explained clearly. Rate limiting is controlling the number of requests a client can make to a service in a time period. Prevents abuse and ensures fair resource allocation. A public API might allow 100 requests per minute per client. Exceed the limit and requests are rejected. This protects against denial-of-service attacks where someone floods your service with requests. It ensures that one client using the API excessively doesn't degrade experience for others.... Read more on the glossary.,https://veda.ng/glossary/rate-limiting,,"rate limiting, tech, tech, software, glossary, definition, rate, limiting"
WebSocket: Visual Knowledge Card,https://veda.ng/images/glossary/websocket.svg,Tech Concepts Explained,,"WebSocket explained clearly. WebSocket is a communication protocol that provides full-duplex, persistent connections between clients and servers over a single TCP connection. Unlike HTTP, where the client must initiate every request, WebSocket allows both parties to send messages at any time without the overhead of opening new connections. HTTP is request-response: client asks, server answers, connection closes. This model is efficient for page loads and API calls but wastefu... Read more on the glossary.",https://veda.ng/glossary/websocket,,"websocket, tech, tech, software, glossary, definition, websocket"
OAuth: Visual Knowledge Card,https://veda.ng/images/glossary/oauth.svg,Tech Concepts Explained,,"OAuth explained clearly. OAuth is an authorization framework that allows third-party applications to access user resources on another service without requiring users to share their passwords. When you click 'Sign in with Google' on a website, OAuth is handling the authorization flow. The user approves access, Google provides a token, and the website uses that token to access authorized resources. OAuth 2.0 is the current standard. It separates authentication from authorizatio... Read more on the glossary.",https://veda.ng/glossary/oauth,,"oauth, tech, tech, software, glossary, definition, oauth"
Load Balancer: Visual Knowledge Card,https://veda.ng/images/glossary/load-balancer.svg,Tech Concepts Explained,,"Load Balancer explained clearly. A load balancer is a system that distributes incoming network traffic across multiple servers to prevent any single server from becoming overwhelmed. It sits between users and application servers, routing each request to an available server based on algorithms like round-robin, least connections, or resource utilization. Without load balancing, all traffic hits one server. As traffic grows, that server becomes a bottleneck and eventually a sin... Read more on the glossary.",https://veda.ng/glossary/load-balancer,,"load balancer, tech, tech, software, glossary, definition, load, balancer"
Monorepo: Visual Knowledge Card,https://veda.ng/images/glossary/monorepo.svg,Tech Concepts Explained,,"Monorepo explained clearly. A monorepo is a software development strategy where multiple projects, packages, or services are stored in a single version control repository, rather than separate repositories per project. Companies like Google, Meta, and Microsoft manage essentially all their code in monorepos containing billions of lines. The advantages are significant for large organizations. Atomic commits that span multiple packages are possible without complex cross-repo co... Read more on the glossary.",https://veda.ng/glossary/monorepo,,"monorepo, tech, tech, software, glossary, definition, monorepo"
Protocol Buffer: Visual Knowledge Card,https://veda.ng/images/glossary/protobuf.svg,Tech Concepts Explained,,"Protocol Buffer explained clearly. Protocol Buffers (protobuf) is a language-neutral, platform-neutral data serialization format developed by Google that encodes structured data into a compact binary format, significantly smaller and faster than text-based formats like JSON or XML. You define data structures in .proto files using a schema language specifying field names, types, and numbers. The protobuf compiler generates source code in your target language (Python, Java, Go,... Read more on the glossary.",https://veda.ng/glossary/protobuf,,"protocol buffer, tech, tech, software, glossary, definition, protocol, buffer"
gRPC: Visual Knowledge Card,https://veda.ng/images/glossary/grpc.svg,Tech Concepts Explained,,"gRPC explained clearly. gRPC is a high-performance, open-source remote procedure call (RPC) framework that uses Protocol Buffers for serialization and HTTP/2 for transport, enabling efficient communication between services. You define service interfaces and message types in .proto files; gRPC generates client and server code in your language, handling serialization, networking, and error handling. Clients call remote methods as if they were local function calls. The differenc... Read more on the glossary.",https://veda.ng/glossary/grpc,,"grpc, tech, tech, software, glossary, definition, grpc"
Idempotency: Visual Knowledge Card,https://veda.ng/images/glossary/idempotency.svg,Tech Concepts Explained,,"Idempotency explained clearly. Idempotency is the property where performing an operation multiple times produces the same result as performing it once, making the operation safe to retry without causing unintended side effects. HTTP GET requests are inherently idempotent: fetching data doesn't modify it, so fetching repeatedly returns the same state. DELETE with a specific resource ID is idempotent: whether you delete once or ten times, the resource ends up deleted. PUT repla... Read more on the glossary.",https://veda.ng/glossary/idempotency,,"idempotency, tech, tech, software, glossary, definition, idempotency"
Circuit Breaker: Visual Knowledge Card,https://veda.ng/images/glossary/circuit-breaker.svg,Tech Concepts Explained,,"Circuit Breaker explained clearly. A circuit breaker is a software design pattern that prevents cascading failures in distributed systems by detecting when a service is failing and temporarily stopping requests to it, allowing time for recovery. The pattern is named after electrical circuit breakers that trip to prevent damage from power surges. Without circuit breakers, when Service B starts failing, Service A continues sending requests, tying up resources waiting for timeou... Read more on the glossary.",https://veda.ng/glossary/circuit-breaker,,"circuit breaker, tech, tech, software, glossary, definition, circuit, breaker"
Database Index: Visual Knowledge Card,https://veda.ng/images/glossary/database-index.svg,Tech Concepts Explained,,"Database Index explained clearly. A database index is a data structure that accelerates query performance by maintaining sorted pointers to table rows, enabling the database to locate data without scanning every row. Without an index on a column, finding all users named 'Alice' requires examining every row in the table (a full table scan). With a B-tree index on the name column, the database traverses a balanced tree structure directly to 'Alice' entries, typically examining... Read more on the glossary.",https://veda.ng/glossary/database-index,,"database index, tech, tech, software, glossary, definition, database, index"
ACID Properties: Visual Knowledge Card,https://veda.ng/images/glossary/acid-properties.svg,Tech Concepts Explained,,"ACID Properties explained clearly. ACID properties are the four guarantees that define reliable database transactions: Atomicity, Consistency, Isolation, and Durability. Together, they ensure data integrity even when systems fail or multiple operations happen concurrently. Atomicity guarantees that a transaction either completes entirely or has no effect at all, transferring money from account A to B either decrements A AND increments B, or neither happens. Partial completion... Read more on the glossary.",https://veda.ng/glossary/acid-properties,,"acid properties, tech, tech, software, glossary, definition, acid, properties"
Consistency Hashing: Visual Knowledge Card,https://veda.ng/images/glossary/consistency-hashing.svg,Tech Concepts Explained,,"Consistency Hashing explained clearly. Consistency hashing is a technique for distributing keys across a dynamic set of servers, like in caching systems and distributed databases. Standard hashing modulo N assigns key K to server K mod N. When servers are added or removed, most keys are reassigned, causing cache misses and data movement. Consistency hashing solves this. Servers and keys are hashed to a ring. Each key is assigned to the next server clockwise on the ring. When... Read more on the glossary.",https://veda.ng/glossary/consistency-hashing,,"consistency hashing, tech, tech, software, glossary, definition, consistency, hashing"
CORS: Visual Knowledge Card,https://veda.ng/images/glossary/cors.svg,Tech Concepts Explained,,"CORS explained clearly. Cross-Origin Resource Sharing (CORS) is a browser security mechanism that controls which web pages can make requests to different domains, selectively relaxing the Same-Origin Policy that otherwise blocks cross-domain API calls. The Same-Origin Policy is a critical security feature: without it, malicious websites could make authenticated requests to your bank's API using your logged-in session cookies. But legitimate use cases require cross-origin requ... Read more on the glossary.",https://veda.ng/glossary/cors,,"cors, tech, tech, software, glossary, definition, cors"
Database Sharding: Visual Knowledge Card,https://veda.ng/images/glossary/database-sharding.svg,Tech Concepts Explained,,"Database Sharding explained clearly. Database sharding horizontally partitions data across multiple database instances based on a shard key, enabling systems to scale beyond single-machine capacity by distributing load across independent servers. Each shard contains a subset of the total data: users with IDs 0-999,999 on shard 1, 1,000,000-1,999,999 on shard 2. Queries targeting a single user route to one shard; queries spanning all users must hit every shard and aggregate re... Read more on the glossary.",https://veda.ng/glossary/database-sharding,,"database sharding, tech, tech, software, glossary, definition, database, sharding"
Caching Strategy: Visual Knowledge Card,https://veda.ng/images/glossary/caching-strategy.svg,Tech Concepts Explained,,"Caching Strategy explained clearly. Caching strategies determine how data flows between cache and underlying storage, optimizing for different tradeoffs between consistency, performance, and complexity. Cache-aside (lazy loading) requires application code to manage the cache explicitly: check cache first, on miss fetch from database, then populate cache. Simple but error-prone, developers must remember to invalidate cached data when the source changes. Read-through cache hand... Read more on the glossary.",https://veda.ng/glossary/caching-strategy,,"caching strategy, tech, tech, software, glossary, definition, caching, strategy"
Web2: Visual Knowledge Card,https://veda.ng/images/glossary/web2.svg,Tech Concepts Explained,,"Web2 explained clearly. Web2 describes the second generation of the World Wide Web that emerged in the early 2000s. Unlike the static, read-only pages of Web1, Web2 is built around interactive, user-generated content, social networking, and cloud services. Websites became platforms where users create, share, and remix content in real time. The shift from read-only to read-write is what defines Web2. Facebook, YouTube, Twitter, Wikipedia, and Instagram are canonical Web2 produ... Read more on the glossary.",https://veda.ng/glossary/web2,,"web2, tech, tech, software, glossary, definition, web2"
Internet of Things (IoT): Visual Knowledge Card,https://veda.ng/images/glossary/internet-of-things-iot.svg,Tech Concepts Explained,,"Internet of Things (IoT) explained clearly. The Internet of Things (IoT) refers to a network of physical objects, sensors, appliances, vehicles, wearables, industrial machines, equipped with embedded computing and communication capabilities. These devices collect data, process it locally or in the cloud, and exchange information with other devices or central services. Unlike traditional computers, each IoT node handles a specific task, runs on limited power, and may be deploy... Read more on the glossary.",https://veda.ng/glossary/internet-of-things-iot,,"internet of things (iot), tech, tech, software, glossary, definition, internet, things"
Quantum Computing: Visual Knowledge Card,https://veda.ng/images/glossary/quantum-computing.svg,Tech Concepts Explained,,"Quantum Computing explained clearly. Quantum computing uses quantum mechanics to process information in ways that classical computers cannot. Instead of bits that are either 0 or 1, quantum computers use qubits that can exist in a superposition of both states simultaneously. Multiple qubits can be entangled, creating correlations that let the system explore many possible solutions at once. The hardware typically runs on superconducting circuits, trapped ions, or photons, kept... Read more on the glossary.",https://veda.ng/glossary/quantum-computing,,"quantum computing, tech, tech, software, glossary, definition, quantum, computing"
Serverless Architecture: Visual Knowledge Card,https://veda.ng/images/glossary/serverless-architecture.svg,Tech Concepts Explained,,"Serverless Architecture explained clearly. Serverless architecture is a cloud-computing model where developers deploy code without managing servers. The cloud provider runs code in response to events, automatically allocates resources, and bills only for actual execution time in milliseconds. Physical servers still exist, the ""serverless"" label means operational responsibility shifts entirely to the provider. Serverless removes upfront infrastructure cost. Teams launch featur... Read more on the glossary.",https://veda.ng/glossary/serverless-architecture,,"serverless architecture, tech, tech, software, glossary, definition, serverless, architecture"
Continuous Integration / Continuous Deployment (CI/CD): Visual Knowledge Card,https://veda.ng/images/glossary/ci-cd.svg,Tech Concepts Explained,,"Continuous Integration / Continuous Deployment (CI/CD) explained clearly. Continuous Integration / Continuous Deployment (CI/CD) automates the pipeline from writing code to delivering it to users. In CI, developers merge changes frequently into a shared repository. Each merge triggers automated builds and tests. If something breaks, the team knows exactly which change caused it. In CD, passing builds are automatically packaged and deployed through staging environments to prod... Read more on the glossary.",https://veda.ng/glossary/ci-cd,,"continuous integration / continuous deployment (ci/cd), tech, tech, software, glossary, definition, continuous, integration, continuous, deployment, cicd"
Containerization (Docker): Visual Knowledge Card,https://veda.ng/images/glossary/containerization.svg,Tech Concepts Explained,,"Containerization (Docker) explained clearly. Containerization packages software so it runs identically on any machine with the container runtime. A container bundles application code, runtime libraries, system tools, and settings into a single lightweight unit. Unlike virtual machines, containers share the host OS kernel, making them small and fast to start. Docker is the dominant container platform. It provides tools to build, ship, and run containers, eliminating the ""it wo... Read more on the glossary.",https://veda.ng/glossary/containerization,,"containerization (docker), tech, tech, software, glossary, definition, containerization, docker"
Spatial Computing: Visual Knowledge Card,https://veda.ng/images/glossary/spatial-computing.svg,Tech Concepts Explained,,"Spatial Computing explained clearly. Spatial computing is a collection of technologies that let digital information exist and interact within three-dimensional physical space. It blends sensors, computer vision, graphics, and real-time processing to map the geometry of an environment and overlay data onto that map. Apple Vision Pro is the most prominent recent example, blending virtual interfaces with the user's physical surroundings. In retail, smartphones scan store aisles... Read more on the glossary.",https://veda.ng/glossary/spatial-computing,,"spatial computing, tech, tech, software, glossary, definition, spatial, computing"
Digital Twin: Visual Knowledge Card,https://veda.ng/images/glossary/digital-twin.svg,Tech Concepts Explained,,"Digital Twin explained clearly. A digital twin is a virtual replica of a physical object, process, or system that updates in real time from sensor data. Engineers interact with the twin as they would with the real asset, but without safety, cost, or downtime constraints. The concept applies to a single turbine blade, an entire factory floor, or a city's infrastructure. Manufacturing plants run virtual assembly lines to test robot layouts and predict bottlenecks before retooli... Read more on the glossary.",https://veda.ng/glossary/digital-twin,,"digital twin, tech, tech, software, glossary, definition, digital, twin"
DNS (Domain Name System): Visual Knowledge Card,https://veda.ng/images/glossary/dns.svg,Tech Concepts Explained,,"DNS (Domain Name System) explained clearly. The Domain Name System is the phone book of the internet. When you type a website address like google.com into your browser, DNS translates that human-readable name into a numerical IP address like 142.250.80.46 that computers use to find each other on the network. Without DNS, you would need to memorize long strings of numbers for every website you visit. DNS makes the internet usable by letting people work with names instead of nu... Read more on the glossary.",https://veda.ng/glossary/dns,,"dns (domain name system), tech, tech, software, glossary, definition, domain, name, system"
REST API: Visual Knowledge Card,https://veda.ng/images/glossary/rest-api.svg,Tech Concepts Explained,,"REST API explained clearly. A REST API is a way for two computer systems to communicate over the internet using standard HTTP methods. REST stands for Representational State Transfer, and it defines a set of rules for how clients request data from servers and how servers respond. When a mobile app loads your profile from a backend, or when a payment service checks a transaction status, a REST API is usually handling that exchange. The idea is simple: every piece of data lives... Read more on the glossary.",https://veda.ng/glossary/rest-api,,"rest api, tech, tech, software, glossary, definition, rest"
TCP/IP: Visual Knowledge Card,https://veda.ng/images/glossary/tcp-ip.svg,Tech Concepts Explained,,"TCP/IP explained clearly. TCP/IP is the pair of protocols that form the foundation of how data travels across the internet. TCP stands for Transmission Control Protocol and IP stands for Internet Protocol. Together, they define how computers address each other, break data into packets, send those packets across networks, and reassemble them at the destination. Every time you load a webpage, send an email, or stream a video, TCP/IP is handling the delivery underneath. IP handl... Read more on the glossary.",https://veda.ng/glossary/tcp-ip,,"tcp/ip, tech, tech, software, glossary, definition, tcpip"
CDN (Content Delivery Network): Visual Knowledge Card,https://veda.ng/images/glossary/cdn.svg,Tech Concepts Explained,,"CDN (Content Delivery Network) explained clearly. A Content Delivery Network is a group of servers spread across many locations around the world that work together to deliver web content faster by serving it from the server closest to each user. Instead of every visitor hitting your origin server in one location, a CDN caches copies of your images, videos, CSS, JavaScript, and other static files at edge servers in dozens or hundreds of cities. When someone in Tokyo requests y... Read more on the glossary.",https://veda.ng/glossary/cdn,,"cdn (content delivery network), tech, tech, software, glossary, definition, content, delivery, network"
SSL/TLS: Visual Knowledge Card,https://veda.ng/images/glossary/ssl-tls.svg,Tech Concepts Explained,,"SSL/TLS explained clearly. SSL (Secure Sockets Layer) and TLS (Transport Layer Security) are cryptographic protocols that encrypt data sent between a web browser and a server, preventing anyone in between from reading or tampering with it. When you see the padlock icon or ""https"" in your browser's address bar, TLS is active. SSL was the original protocol, but it had security flaws and was replaced by TLS. People still say ""SSL"" out of habit, but modern connections use TLS 1.2... Read more on the glossary.",https://veda.ng/glossary/ssl-tls,,"ssl/tls, tech, tech, software, glossary, definition, ssltls"
Git: Visual Knowledge Card,https://veda.ng/images/glossary/git.svg,Tech Concepts Explained,,"Git explained clearly. Git is a distributed version control system that tracks changes to files over time, letting multiple people work on the same codebase without overwriting each other's work. Created by Linus Torvalds in 2005 to manage the Linux kernel, Git is now the standard tool for source code management in nearly every software project. It runs locally on your machine and stores a complete history of every change ever made, so you can go back to any previous state of... Read more on the glossary.",https://veda.ng/glossary/git,,"git, tech, tech, software, glossary, definition"
Webhook: Visual Knowledge Card,https://veda.ng/images/glossary/webhook.svg,Tech Concepts Explained,,"Webhook explained clearly. A webhook is a way for one application to send real-time data to another application the moment something happens, instead of the second application having to keep checking for updates. It works by registering a URL (an endpoint) with the source service. When a specific event occurs, the source service sends an HTTP POST request to that URL with details about the event. The receiving service processes the data and takes whatever action is needed. No... Read more on the glossary.",https://veda.ng/glossary/webhook,,"webhook, tech, tech, software, glossary, definition, webhook"
